source,valid,error,r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,fidelity,post_prob,mo_score,pareto_rank,rel_error,eta_real,eta_imag,prep_fidelity,circuit_depth,circuit_size,runtime_sec,optimizer,seed_rank,seed_method,seed_n_coeff,seed_n_trotter,seed_fidelity,seed_post_prob,seed_mo_score,opt_success,opt_message,opt_fun,opt_nfev
grid,True,,0.5,0.01,0.99,24,100,injection,0.0011626692463789087,0.00017039929902112983,0.0004451045097237179,60,29.310234300688016,0.0010542658977751628,4.4678815382720746e-17,1.0,1502,2304,3.740704125026241,,,,,,,,,,,,
grid,True,,0.5,0.01,0.99,24,200,injection,0.0011631217215977824,0.00017066063251527634,0.00044553236549114446,59,29.304526005097795,0.0010552793086369009,9.934012959783263e-17,1.0,3002,4604,7.482741125015309,,,,,,,,,,,,
grid,True,,0.5,0.01,0.99,48,100,injection,0.0020186514771800015,3.2380578204172544e-09,2.5566599700350353e-06,60,22.234662435599834,6.055655154534092e-06,-5.740867038413161e-19,1.0,1502,2304,3.757887624989962,,,,,,,,,,,,
grid,True,,0.5,0.01,0.99,48,200,injection,0.001975805001768659,3.2482563960495366e-09,2.533361646970624e-06,60,22.47493760551673,6.0004711989785665e-06,-1.141789496851376e-18,1.0,3002,4604,7.3962852919939905,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.3,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.3,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.3,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.3,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.45,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.45,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.45,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.45,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.6,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.6,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.6,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.6,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.75,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.75,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.75,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.75,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.9,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.9,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.9,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.9,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.99,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.99,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.99,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,0.5,0.99,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.3,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.3,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.3,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.3,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.45,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.45,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.45,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.45,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.6,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.6,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.6,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.6,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.75,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.75,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.75,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.75,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.9,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.9,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.9,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.9,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.99,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.99,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.99,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,1.0,0.99,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.3,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.3,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.3,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.3,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.45,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.45,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.45,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.45,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.6,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.6,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.6,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.6,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.75,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.75,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.75,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.75,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.9,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.9,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.9,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.9,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.99,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.99,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.99,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,2.0,0.99,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.3,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.3,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.3,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.3,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.45,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.45,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.45,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.45,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.6,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.6,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.6,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.6,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.75,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.75,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.75,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.75,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.9,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.9,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.9,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.9,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.99,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.99,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.99,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,3.0,0.99,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.3,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.3,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.3,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.3,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.45,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.45,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.45,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.45,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.6,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.6,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.6,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.6,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.75,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.75,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.75,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.75,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.9,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.9,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.9,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.9,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.99,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.99,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.99,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,0.5,4.0,0.99,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,True,,1.0,0.01,0.3,24,100,injection,0.7272467136420523,0.07898151699096691,0.2396644501592687,7,0.612412592767113,0.5676645623491601,-3.148754996863823e-14,1.0,1502,2304,3.742510250012856,,,,,,,,,,,,
grid,True,,1.0,0.01,0.3,24,200,injection,0.7271019816010299,0.07898168982674787,0.23964086292455694,7,0.6126360190542027,0.5676086940830875,-6.211276836695561e-14,1.0,3002,4604,7.46618208399741,,,,,,,,,,,,
grid,True,,1.0,0.01,0.3,48,100,injection,0.7523172631706635,0.0006899380031016712,0.022782718675585713,14,0.5737825749850292,0.05396270501322092,-3.0485112073578576e-15,1.0,1502,2304,3.9641712500015274,,,,,,,,,,,,
grid,True,,1.0,0.01,0.3,48,200,injection,0.7521427904557924,0.0006899620388980099,0.022780473507925975,14,0.5740512004588312,0.053957387152703346,-6.065804812001571e-15,1.0,3002,4604,7.754551082995022,,,,,,,,,,,,
grid,True,,1.0,0.01,0.45,24,100,injection,0.7271352695089075,0.11805663636387298,0.29299000682576165,5,0.6125846310614418,0.6939704402838871,-3.7795804777490824e-14,1.0,1502,2304,4.045781749999151,,,,,,,,,,,,
grid,True,,1.0,0.01,0.45,24,200,injection,0.727005614643649,0.1180559178159759,0.2929629927040678,6,0.6127847871499714,0.6939064551598589,-7.415399613907574e-14,1.0,3002,4604,8.18322895898018,,,,,,,,,,,,
grid,True,,1.0,0.01,0.45,48,100,injection,0.7276534773301578,0.0016982570032373048,0.035153130924654746,16,0.6117847015841597,0.0832630232322135,-4.631499516793134e-15,1.0,1502,2304,3.8687234579992946,,,,,,,,,,,,
grid,True,,1.0,0.01,0.45,48,200,injection,0.7275227274700432,0.0016982591573015586,0.03514999479475078,16,0.6119865241955581,0.08325559505582679,-9.49591212616045e-15,1.0,3002,4604,7.308291458000895,,,,,,,,,,,,
grid,True,,1.0,0.01,0.6,24,100,injection,0.7211701809296737,0.13429777662277587,0.3112098196803889,4,0.6218000145908221,0.7371255351814923,-3.9635866673934545e-14,1.0,1502,2304,3.6868512499786448,,,,,,,,,,,,
grid,True,,1.0,0.01,0.6,24,200,injection,0.7210590285441133,0.1342960047434417,0.3111837828641809,5,0.6219718724792753,0.7370638648842585,-8.163224525195255e-14,1.0,3002,4604,7.298243124998407,,,,,,,,,,,,
grid,True,,1.0,0.01,0.6,48,100,injection,0.7029334158001367,0.0025705609735846976,0.04250803695402102,16,0.6500844931827113,0.10068371082065153,-5.339386995479629e-15,1.0,1502,2304,4.005278333002934,,,,,,,,,,,,
grid,True,,1.0,0.01,0.6,48,200,injection,0.7028345626118498,0.002570510289751046,0.042504628867764925,17,0.6502383696414813,0.10067563849373061,-1.1148256189540512e-14,1.0,3002,4604,7.583788874995662,,,,,,,,,,,,
grid,True,,1.0,0.01,0.75,24,100,injection,0.7233206988566959,0.12950700611501711,0.3060638792310399,5,0.6184760525971625,0.7249369605676382,-4.064126265224997e-14,1.0,1502,2304,3.739191624976229,,,,,,,,,,,,
grid,True,,1.0,0.01,0.75,24,200,injection,0.7232259360390746,0.1295045616964916,0.30604094146743704,6,0.6186224821672515,0.7248826306262212,-8.173088258655599e-14,1.0,3002,4604,7.054826792009408,,,,,,,,,,,,
grid,True,,1.0,0.01,0.75,48,100,injection,0.7374657753285463,0.0028974939492855717,0.046225562428375666,14,0.5966532746520207,0.10948896946463893,-6.114381084920586e-15,1.0,1502,2304,3.6314800420077518,,,,,,,,,,,,
grid,True,,1.0,0.01,0.75,48,200,injection,0.7373663886569193,0.0028974276532269293,0.046221918664791854,15,0.5968064169584869,0.10948033891697642,-1.2049555865077878e-14,1.0,3002,4604,6.9896227910066955,,,,,,,,,,,,
grid,True,,1.0,0.01,0.9,24,100,injection,0.7771738507560703,0.06840025418944605,0.23056211514710262,8,0.5354562445599678,0.5461049484072387,-2.860171413249733e-14,1.0,1502,2304,3.6150853330036625,,,,,,,,,,,,
grid,True,,1.0,0.01,0.9,24,200,injection,0.7770774592012445,0.06839837900386334,0.23054465634623994,9,0.5356052637101972,0.5460635958305664,-6.021430238877147e-14,1.0,3002,4604,7.157094207999762,,,,,,,,,,,,
grid,True,,1.0,0.01,0.9,48,100,injection,0.8029312045032044,0.00090644297519602,0.026977978980783725,10,0.4954156970398314,0.06389951709990464,-3.609997544962281e-15,1.0,1502,2304,3.6698252499918453,,,,,,,,,,,,
grid,True,,1.0,0.01,0.9,48,200,injection,0.8028113578503413,0.0009064316075355661,0.026975796367189893,11,0.4956033053548665,0.06389434740373279,-7.03640242289338e-15,1.0,3002,4604,7.295572417002404,,,,,,,,,,,,
grid,True,,1.0,0.01,0.99,24,100,injection,0.8364246142930839,0.02937602630335133,0.15675085795696342,8,0.4422273252395885,0.3712770380457435,-1.9472957494791936e-14,1.0,1502,2304,3.945791417005239,,,,,,,,,,,,
grid,True,,1.0,0.01,0.99,24,200,injection,0.8363114015556727,0.029374950398891986,0.15673737888176426,9,0.44241027636019614,0.37124511176999125,-4.07809587791085e-14,1.0,3002,4604,7.248940750025213,,,,,,,,,,,,
grid,True,,1.0,0.01,0.99,48,100,injection,0.6617001180982409,0.0002120298607156541,0.011844837857729497,19,0.7150235023556826,0.028055452922352158,-1.6176315459207834e-15,1.0,1502,2304,3.7562793339893688,,,,,,,,,,,,
grid,True,,1.0,0.01,0.99,48,200,injection,0.6616451391579228,0.00021202288557925275,0.01184415094608934,20,0.7151113101459494,0.02805382591678115,-3.2488080049164864e-15,1.0,3002,4604,7.374218458018731,,,,,,,,,,,,
grid,True,,1.0,0.5,0.3,24,100,injection,0.7542335075210396,1.6841490775486155e-05,0.0035640449856136997,15,0.5708321491027818,0.00844172773895593,-6.25234583757403e-16,1.0,1502,2304,3.848972749983659,,,,,,,,,,,,
grid,True,,1.0,0.5,0.3,24,200,injection,0.7539290606894778,1.6845763703348068e-05,0.003563777603255022,15,0.5713009176314349,0.008441094422293747,-1.2231004900576535e-15,1.0,3002,4604,7.252319958992302,,,,,,,,,,,,
grid,True,,1.0,0.5,0.3,48,100,injection,0.01080535676470012,5.031931198136286e-08,2.3317764003284598e-05,57,9.56800343525088,5.523000298579593e-05,1.2032155300151247e-17,1.0,1502,2304,3.8348150420060847,,,,,,,,,,,,
grid,True,,1.0,0.5,0.3,48,200,injection,0.010786090292907525,5.037708621431816e-08,2.3310336775800185e-05,57,9.576638225388916,5.521241099901353e-05,-3.1118940006683335e-17,1.0,3002,4604,7.242676250025397,,,,,,,,,,,,
grid,True,,1.0,0.5,0.45,24,100,injection,0.5978453889495334,6.685270796407447e-05,0.006321992027447651,22,0.8201666094004688,0.014974147542745857,-7.42378371993507e-16,1.0,1502,2304,3.649007416010136,,,,,,,,,,,,
grid,True,,1.0,0.5,0.45,24,200,injection,0.597761281329729,6.68524458552779e-05,0.006321534916021366,23,0.8203100752767797,0.014973064837498684,-1.7585641373459447e-15,1.0,3002,4604,7.311292792001041,,,,,,,,,,,,
grid,True,,1.0,0.5,0.45,48,100,injection,0.00414190477271999,4.9114046952381095e-08,1.4262738358381988e-05,59,15.505960530395093,-3.3782445092423987e-05,1.0029695711872861e-17,1.0,1502,2304,3.8396705419872887,,,,,,,,,,,,
